gene_id	scaffold	start	end	strand	product
PcrG000559	h1tg000014l	2447060	2447965	+	
PcrG000560	h1tg000014l	2473037	2475395	+	
PcrG000561	h1tg000014l	2477750	2478886	-	
PcrG000562	h1tg000014l	2490457	2491578	+	
PcrG000563	h1tg000014l	2538246	2548242	+	
PcrG000564	h1tg000014l	2597257	2598503	+	
PcrG000565	h1tg000014l	2641544	2646009	-	
PcrG000566	h1tg000014l	2653104	2653481	+	
PcrG000567	h1tg000014l	2695055	2696056	-	
PcrG000568	h1tg000014l	2724310	2728846	-	
PcrG000569	h1tg000014l	2748335	2756579	+	
PcrG000570	h1tg000014l	2773907	2775247	-	
PcrG000571	h1tg000014l	2777210	2778535	-	
PcrG000572	h1tg000014l	2788120	2788620	-	
PcrG000573	h1tg000014l	2818837	2889570	+	
PcrG000574	h1tg000014l	2950118	2951389	-	
PcrG000575	h1tg000014l	2968243	2969571	+	
PcrG000576	h1tg000014l	2998367	3000966	+	
PcrG000577	h1tg000014l	3048169	3048915	-	
PcrG000578	h1tg000014l	3059896	3060231	+	
PcrG000579	h1tg000014l	3060261	3061226	+	
PcrG000580	h1tg000014l	3063416	3065329	+	
PcrG000581	h1tg000014l	3090524	3098249	+	
PcrG000582	h1tg000014l	3113796	3115136	-	
PcrG000583	h1tg000014l	3117081	3118403	-	
PcrG000584	h1tg000014l	3130731	3132026	-	
PcrG000585	h1tg000014l	3142988	3144337	-	
PcrG000586	h1tg000014l	3152395	3153732	-	
PcrG000587	h1tg000014l	3166259	3167569	-	
PcrG000588	h1tg000014l	3185795	3189816	+	
PcrG000589	h1tg000014l	3191538	3196699	+	
PcrG000590	h1tg000014l	3200233	3208860	+	
PcrG000591	h1tg000014l	3212063	3221544	+	
PcrG000592	h1tg000014l	3226402	3235972	+	
PcrG000593	h1tg000014l	3250341	3257325	-	
PcrG000594	h1tg000014l	3598101	3598736	+	
PcrG000595	h1tg000015l	10396	14866	-	
PcrG000596	h1tg000015l	30657	32089	-	
PcrG000597	h1tg000015l	32291	33473	+	
PcrG000598	h1tg000015l	33577	34671	-	
PcrG000599	h1tg000015l	49577	53843	-	
PcrG000600	h1tg000015l	65086	66250	-	
PcrG000601	h1tg000015l	76912	81794	+	
PcrG000602	h1tg000015l	87042	88477	-	
PcrG000603	h1tg000015l	99790	117275	-	
PcrG000604	h1tg000015l	134310	135677	-	
PcrG000605	h1tg000015l	147036	148409	-	
PcrG000606	h1tg000016l	11247	39154	-	
PcrG000607	h1tg000016l	84046	85716	-	
PcrG000608	h1tg000016l	97158	110755	-	
PcrG000609	h1tg000016l	112477	113859	-	
PcrG000610	h1tg000016l	118199	124220	-	
PcrG000611	h1tg000016l	131888	149495	+	
PcrG000612	h1tg000016l	199885	204186	-	
PcrG000613	h1tg000016l	211516	266753	-	
PcrG000614	h1tg000016l	284887	293098	-	
PcrG000615	h1tg000016l	308137	318406	-	
PcrG000616	h1tg000016l	325551	343034	-	
PcrG000617	h1tg000016l	354042	359666	-	
PcrG000618	h1tg000016l	373920	393471	-	
PcrG000619	h1tg000016l	410994	423541	-	
PcrG000620	h1tg000016l	434723	435532	-	
PcrG000621	h1tg000016l	462166	481063	-	
PcrG000622	h1tg000016l	498400	503977	-	
PcrG000623	h1tg000016l	516966	534328	-	
PcrG000624	h1tg000016l	570219	588904	-	
PcrG000625	h1tg000017l	578	2943	+	
PcrG000626	h1tg000017l	7239	19338	+	
PcrG000627	h1tg000017l	29349	66108	+	
PcrG000628	h1tg000017l	67930	71172	-	
PcrG000629	h1tg000017l	71492	98321	+	
PcrG000630	h1tg000017l	104503	107299	+	
PcrG000631	h1tg000017l	113916	118132	+	
PcrG000632	h1tg000017l	132144	161840	+	
PcrG000633	h1tg000017l	191391	201372	-	
PcrG000634	h1tg000017l	209893	216063	+	
PcrG000635	h1tg000017l	226874	252084	-	
PcrG000636	h1tg000017l	350092	369929	-	
PcrG000637	h1tg000017l	404943	405614	-	
PcrG000638	h1tg000017l	428074	439588	+	
PcrG000639	h1tg000017l	447546	449192	+	
PcrG000640	h1tg000017l	459176	472155	+	
PcrG000641	h1tg000017l	474061	478571	-	
PcrG000642	h1tg000017l	488214	490688	+	
PcrG000643	h1tg000017l	493521	495356	-	
PcrG000644	h1tg000017l	497481	499184	-	
PcrG000645	h1tg000017l	523637	524182	+	
PcrG000646	h1tg000017l	526467	527321	+	
PcrG000647	h1tg000017l	530941	532776	-	
PcrG000648	h1tg000017l	545604	547496	-	
PcrG000649	h1tg000017l	551751	552263	-	
PcrG000650	h1tg000017l	558270	560168	-	
PcrG000651	h1tg000017l	562732	563703	+	
PcrG000652	h1tg000017l	565621	566568	+	
PcrG000653	h1tg000017l	566594	567150	+	
PcrG000654	h1tg000017l	570749	572578	-	
PcrG000655	h1tg000017l	578487	578999	-	
PcrG000656	h1tg000017l	586703	588600	-	
PcrG000657	h1tg000017l	593629	595548	-	
PcrG000658	h1tg000017l	601017	602208	-	
PcrG000659	h1tg000017l	602269	602910	-	
PcrG000660	h1tg000017l	605520	607466	+	
PcrG000661	h1tg000017l	611559	621461	-	
PcrG000662	h1tg000017l	641300	657892	+	
PcrG000663	h1tg000017l	722741	733738	-	
PcrG000664	h1tg000017l	800369	814595	+	
PcrG000665	h1tg000017l	828868	837209	-	
PcrG000666	h1tg000017l	842182	852519	-	
PcrG000667	h1tg000017l	852722	854614	+	
PcrG000668	h1tg000017l	857777	865634	-	
PcrG000669	h1tg000017l	871540	900735	+	
PcrG000670	h1tg000017l	904844	911795	-	
PcrG000671	h1tg000017l	914481	921168	-	
PcrG000672	h1tg000017l	924322	929928	+	
PcrG000673	h1tg000017l	931488	936491	+	
PcrG000674	h1tg000017l	991154	1033677	+	
PcrG000675	h1tg000017l	1048093	1084842	-	
PcrG000676	h1tg000017l	1084949	1102809	+	
PcrG000677	h1tg000017l	1109018	1138307	-	
PcrG000678	h1tg000017l	1141021	1151848	-	
PcrG000679	h1tg000017l	1153697	1169050	-	
PcrG000680	h1tg000017l	1173421	1185528	-	
PcrG000681	h1tg000017l	1187273	1207938	+	
PcrG000682	h1tg000017l	1211531	1226637	+	
PcrG000683	h1tg000017l	1229153	1231699	+	
PcrG000684	h1tg000017l	1243473	1245104	+	
PcrG000685	h1tg000017l	1260230	1288103	-	
PcrG000686	h1tg000017l	1288526	1307155	+	
PcrG000687	h1tg000017l	1307403	1311018	+	
PcrG000688	h1tg000017l	1316646	1323334	+	
PcrG000689	h1tg000017l	1338532	1354019	-	
PcrG000690	h1tg000017l	1372435	1374580	-	
PcrG000691	h1tg000017l	1390948	1399372	-	
PcrG000692	h1tg000017l	1400726	1425677	-	
PcrG000693	h1tg000017l	1433387	1446478	+	
PcrG000694	h1tg000017l	1477760	1497784	-	
PcrG000695	h1tg000017l	1512926	1514023	+	
PcrG000696	h1tg000017l	1530849	1551944	-	
PcrG000697	h1tg000017l	1562004	1570767	+	
PcrG000698	h1tg000017l	1597500	1629755	+	
PcrG000699	h1tg000017l	1657480	1680412	-	
PcrG000700	h1tg000017l	1680624	1690900	+	
PcrG000701	h1tg000017l	1710339	1731257	-	
PcrG000702	h1tg000017l	1969262	1971995	-	
PcrG000703	h1tg000017l	2000514	2002365	+	
PcrG000704	h1tg000018l	30109	96474	+	
PcrG000705	h1tg000018l	119673	173898	-	
PcrG000706	h1tg000018l	182014	188080	-	
PcrG000707	h1tg000018l	200966	202736	+	
PcrG000708	h1tg000018l	204886	205842	-	
PcrG000709	h1tg000018l	229132	230136	-	
PcrG000710	h1tg000018l	239003	239794	-	
PcrG000711	h1tg000018l	241870	243350	-	
PcrG000712	h1tg000018l	250412	251029	-	
PcrG000713	h1tg000018l	254476	260674	-	
PcrG000714	h1tg000018l	266568	267185	-	
PcrG000715	h1tg000018l	300310	306516	+	
PcrG000716	h1tg000018l	335843	336418	-	
PcrG000717	h1tg000018l	350086	350703	-	
PcrG000718	h1tg000018l	365564	385624	+	
PcrG000719	h1tg000018l	396556	409617	-	
PcrG000720	h1tg000018l	429091	433944	+	
PcrG000721	h1tg000018l	471101	488343	-	
PcrG000722	h1tg000018l	498938	532074	-	
PcrG000723	h1tg000018l	534657	540210	+	
PcrG000724	h1tg000018l	553704	554486	-	
PcrG000725	h1tg000018l	572028	580188	-	
PcrG000726	h1tg000018l	608720	614268	-	
PcrG000727	h1tg000018l	643520	652247	-	
PcrG000728	h1tg000018l	653595	654200	+	
PcrG000729	h1tg000018l	655743	663219	-	
PcrG000730	h1tg000018l	686420	700637	-	
PcrG000731	h1tg000018l	707849	728581	-	
PcrG000732	h1tg000018l	737267	743113	-	
PcrG000733	h1tg000018l	748377	759900	-	
PcrG000734	h1tg000018l	763592	766095	-	
PcrG000735	h1tg000018l	794106	800865	+	
PcrG000736	h1tg000018l	801461	803853	-	
PcrG000737	h1tg000018l	814925	826526	-	
PcrG000738	h1tg000018l	831556	832497	+	
PcrG000739	h1tg000018l	841851	850678	+	
PcrG000740	h1tg000018l	861745	907661	-	
PcrG000741	h1tg000018l	932132	932746	-	
PcrG000742	h1tg000018l	935736	940026	-	
PcrG000743	h1tg000018l	940944	965025	-	
PcrG000744	h1tg000018l	1001785	1003086	-	
PcrG000745	h1tg000018l	1009828	1040772	+	
PcrG000746	h1tg000018l	1063379	1088196	+	
PcrG000747	h1tg000018l	1099364	1126723	+	
PcrG000748	h1tg000018l	1129652	1130125	-	
PcrG000749	h1tg000018l	1131868	1132434	-	
PcrG000750	h1tg000018l	1170962	1172530	+	
PcrG000751	h1tg000018l	1185814	1186695	-	
PcrG000752	h1tg000018l	1209008	1209919	+	
PcrG000753	h1tg000018l	1227566	1230101	+	
PcrG000754	h1tg000018l	1279182	1301456	+	
PcrG000755	h1tg000018l	1302737	1304274	-	
PcrG000756	h1tg000018l	1305729	1319824	+	
PcrG000757	h1tg000018l	1323161	1345651	-	
PcrG000758	h1tg000018l	1355035	1393586	-	
PcrG000759	h1tg000018l	1409973	1415550	+	
PcrG000760	h1tg000018l	1471857	1473812	+	
PcrG000761	h1tg000018l	1480718	1501861	-	
PcrG000762	h1tg000018l	1518519	1523203	+	
PcrG000763	h1tg000018l	1525450	1533607	-	
PcrG000764	h1tg000018l	1538554	1539336	+	
PcrG000765	h1tg000018l	1543058	1593538	-	
PcrG000766	h1tg000018l	1599115	1628874	-	
PcrG000767	h1tg000018l	1641797	1647092	-	
PcrG000768	h1tg000018l	1670933	1686938	-	
PcrG000769	h1tg000018l	1714457	1723094	+	
PcrG000770	h1tg000018l	1725483	1779391	-	
PcrG000771	h1tg000018l	1783828	1789509	+	
PcrG000772	h1tg000018l	1802336	1821691	-	
PcrG000773	h1tg000018l	1821875	1822579	+	
PcrG000774	h1tg000018l	1825961	1844049	-	
PcrG000775	h1tg000018l	1857764	1894972	-	
PcrG000776	h1tg000018l	1912461	1917663	-	
PcrG000777	h1tg000018l	1929694	1947251	-	
PcrG000778	h1tg000018l	1950928	1957455	+	
PcrG000779	h1tg000018l	1961273	1968491	-	
PcrG000780	h1tg000018l	1982335	2037529	-	
PcrG000781	h1tg000018l	2050223	2052291	-	
PcrG000782	h1tg000018l	2089560	2101334	-	
PcrG000783	h1tg000018l	2101434	2157315	+	
PcrG000784	h1tg000018l	2181087	2182340	-	
PcrG000785	h1tg000018l	2202490	2210272	+	
PcrG000786	h1tg000018l	2232806	2257673	+	
PcrG000787	h1tg000018l	2353069	2353665	+	
PcrG000788	h1tg000018l	2375209	2431377	+	
PcrG000789	h1tg000018l	2459262	2460416	+	
PcrG000790	h1tg000018l	2460446	2460733	+	
PcrG000791	h1tg000018l	2471168	2516131	+	
PcrG000792	h1tg000018l	2535024	2617048	+	
PcrG000793	h1tg000018l	2626526	2627026	+	
PcrG000794	h1tg000018l	2628592	2628975	+	
PcrG000795	h1tg000018l	2664929	2668480	-	
PcrG000796	h1tg000018l	2703319	2783541	+	
PcrG000797	h1tg000018l	2819779	2859887	+	
PcrG000798	h1tg000018l	2961950	2962898	-	
PcrG000799	h1tg000018l	3065932	3145835	+	
PcrG000800	h1tg000019l	3462	8846	-	
PcrG000801	h1tg000019l	13752	14843	+	
PcrG000802	h1tg000019l	19145	26080	-	
PcrG000803	h1tg000019l	26356	31465	+	
PcrG000804	h1tg000019l	32036	37539	-	
PcrG000805	h1tg000019l	67015	82226	+	
PcrG000806	h1tg000019l	83141	86678	-	
PcrG000807	h1tg000019l	95612	101486	-	
PcrG000808	h1tg000019l	101567	110973	+	
PcrG000809	h1tg000019l	112812	115506	-	
PcrG000810	h1tg000019l	117269	123071	-	
PcrG000811	h1tg000019l	125197	126126	-	
PcrG000812	h1tg000019l	130589	131944	-	
PcrG000813	h1tg000019l	135779	157522	+	
PcrG000814	h1tg000019l	165098	179682	+	
PcrG000815	h1tg000019l	182953	186516	-	
PcrG000816	h1tg000019l	186817	193242	+	
PcrG000817	h1tg000019l	197726	202496	+	
PcrG000818	h1tg000019l	213389	217624	+	
PcrG000819	h1tg000019l	219486	224894	-	
PcrG000820	h1tg000019l	233766	237166	+	
PcrG000821	h1tg000019l	253088	273408	+	
PcrG000822	h1tg000020l	22397	30382	-	
PcrG000823	h1tg000020l	31959	40584	+	
PcrG000824	h1tg000020l	43415	44527	-	
PcrG000825	h1tg000020l	52438	53517	-	
PcrG000826	h1tg000020l	60634	93923	-	
PcrG000827	h1tg000020l	98096	105701	+	
PcrG000828	h1tg000020l	109201	116366	-	
PcrG000829	h1tg000020l	116747	132880	+	
PcrG000830	h1tg000020l	135038	145639	-	
PcrG000831	h1tg000020l	146055	152584	+	
PcrG000832	h1tg000020l	491030	499192	+	
PcrG000833	h1tg000020l	501639	509161	-	
PcrG000834	h1tg000020l	511160	545582	+	
PcrG000835	h1tg000020l	568864	574408	-	
PcrG000836	h1tg000020l	590712	594254	+	
PcrG000837	h1tg000020l	628684	639529	+	
PcrG000838	h1tg000020l	650826	701092	+	
PcrG000839	h1tg000020l	722818	723903	+	
PcrG000840	h1tg000020l	727714	734980	-	
PcrG000841	h1tg000020l	788556	789440	+	
PcrG000842	h1tg000020l	836983	859080	+	
PcrG000843	h1tg000020l	914788	915231	-	
PcrG000844	h1tg000020l	992212	995126	-	
PcrG000845	h1tg000020l	1003959	1005451	+	
PcrG000846	h1tg000020l	1005739	1013102	-	
PcrG000847	h1tg000020l	1023602	1031365	-	
PcrG000848	h1tg000020l	1103847	1106586	-	
PcrG000849	h1tg000020l	1138748	1145137	-	
PcrG000850	h1tg000021l	332395	333798	+	
PcrG000851	h1tg000021l	366142	386189	-	
PcrG000852	h1tg000021l	392029	455653	-	
PcrG000853	h1tg000021l	516030	516734	-	
PcrG000854	h1tg000021l	551370	552407	-	
PcrG000855	h1tg000021l	575005	575478	+	
PcrG000856	h1tg000021l	579723	580804	+	
PcrG000857	h1tg000021l	813400	815153	+	
PcrG000858	h1tg000021l	839596	878229	+	
PcrG000859	h1tg000021l	888321	892280	+	
PcrG000860	h1tg000021l	901012	949308	+	
PcrG000861	h1tg000021l	953015	962783	-	
PcrG000862	h1tg000021l	974223	996877	+	
PcrG000863	h1tg000021l	1012433	1017371	-	
PcrG000864	h1tg000021l	1017585	1018751	+	
PcrG000865	h1tg000021l	1023294	1059098	+	
PcrG000866	h1tg000021l	1069787	1070586	-	
PcrG000867	h1tg000021l	1106173	1111174	-	
PcrG000868	h1tg000021l	1111665	1125298	+	
PcrG000869	h1tg000021l	1150823	1155139	-	
PcrG000870	h1tg000021l	1155877	1159229	+	
PcrG000871	h1tg000021l	1180387	1205922	+	
PcrG000872	h1tg000021l	1207468	1222281	-	
PcrG000873	h1tg000021l	1226867	1237225	-	
PcrG000874	h1tg000021l	1278263	1306196	-	
PcrG000875	h1tg000021l	1307289	1319488	+	
PcrG000876	h1tg000021l	1373530	1391437	-	
PcrG000877	h1tg000021l	1394963	1398506	+	
PcrG000878	h1tg000021l	1405832	1412779	+	
PcrG000879	h1tg000021l	1444470	1475893	-	
PcrG000880	h1tg000021l	1476213	1490637	+	
PcrG000881	h1tg000021l	1491755	1495610	-	
PcrG000882	h1tg000021l	1507349	1510610	-	
PcrG000883	h1tg000021l	1535511	1574516	+	
PcrG000884	h1tg000021l	1575885	1577099	-	
PcrG000885	h1tg000021l	1579878	1594407	-	
PcrG000886	h1tg000021l	1611597	1628327	+	
PcrG000887	h1tg000021l	1641005	1641763	+	
PcrG000888	h1tg000021l	1653486	1683743	+	
PcrG000889	h1tg000021l	1715635	1730880	+	
PcrG000890	h1tg000021l	1752466	1753203	+	
PcrG000891	h1tg000021l	1804680	1805395	-	
PcrG000892	h1tg000021l	1871987	1873823	+	
PcrG000893	h1tg000021l	1874448	1876017	-	
PcrG000894	h1tg000021l	1909952	1920067	-	
PcrG000895	h1tg000021l	1929542	1936420	-	
PcrG000896	h1tg000021l	1959373	1968649	-	
PcrG000897	h1tg000021l	1980323	2015390	+	
PcrG000898	h1tg000021l	2019555	2025366	-	
PcrG000899	h1tg000021l	2043933	2051867	+	
PcrG000900	h1tg000021l	2067631	2073453	-	
PcrG000901	h1tg000021l	2084778	2092070	+	
PcrG000902	h1tg000021l	2095404	2100909	-	
PcrG000903	h1tg000021l	2116932	2156039	+	
PcrG000904	h1tg000021l	2163901	2166017	+	
PcrG000905	h1tg000021l	2176383	2193574	-	
PcrG000906	h1tg000021l	2193903	2209040	+	
PcrG000907	h1tg000021l	2213918	2233017	-	
PcrG000908	h1tg000021l	2233354	2236466	+	
PcrG000909	h1tg000021l	2237838	2249728	-	
PcrG000910	h1tg000021l	2252252	2269027	-	
PcrG000911	h1tg000021l	2301116	2310448	-	
PcrG000912	h1tg000021l	2313645	2314297	-	
PcrG000913	h1tg000021l	2332700	2348535	-	
PcrG000914	h1tg000021l	2352100	2372301	-	
PcrG000915	h1tg000021l	2422753	2438617	-	
PcrG000916	h1tg000021l	2443867	2447692	+	
PcrG000917	h1tg000021l	2529083	2558734	+	
PcrG000918	h1tg000021l	2576027	2589513	+	
PcrG000919	h1tg000021l	2595460	2599639	+	
PcrG000920	h1tg000021l	2616952	2630438	+	
PcrG000921	h1tg000021l	2667909	2671741	+	
PcrG000922	h1tg000021l	2674139	2677005	+	
PcrG000923	h1tg000021l	2687458	2689680	+	
PcrG000924	h1tg000021l	2691425	2694639	-	
PcrG000925	h1tg000021l	2697250	2698898	-	
PcrG000926	h1tg000021l	2712292	2712578	-	
PcrG000927	h1tg000021l	2720297	2742782	-	
PcrG000928	h1tg000021l	2744282	2745502	+	
PcrG000929	h1tg000021l	2748559	2750835	+	
PcrG000930	h1tg000021l	2751995	2755585	-	
PcrG000931	h1tg000021l	2757432	2758844	-	
PcrG000932	h1tg000021l	2760251	2761738	-	
PcrG000933	h1tg000021l	2770245	2771711	-	
PcrG000934	h1tg000021l	2777097	2799931	-	
PcrG000935	h1tg000021l	2802532	2815298	+	
PcrG000936	h1tg000021l	2819711	2824641	+	
PcrG000937	h1tg000021l	2827513	2850004	+	
PcrG000938	h1tg000021l	2859365	2860435	+	
PcrG000939	h1tg000021l	2861038	2881085	+	
PcrG000940	h1tg000021l	2900146	2909568	+	
PcrG000941	h1tg000021l	2912939	2915913	+	
PcrG000942	h1tg000021l	2927692	2928890	+	
PcrG000943	h1tg000021l	2940758	2946743	-	
PcrG000944	h1tg000021l	2948718	2953246	-	
PcrG000945	h1tg000021l	2959369	2965710	-	
PcrG000946	h1tg000021l	2966061	2975969	+	
PcrG000947	h1tg000021l	2982534	3039619	+	
PcrG000948	h1tg000021l	3042399	3069722	-	
PcrG000949	h1tg000021l	3089300	3126215	+	
PcrG000950	h1tg000021l	3131204	3139950	-	
PcrG000951	h1tg000021l	3179505	3180113	-	
PcrG000952	h1tg000021l	3181938	3186507	-	
PcrG000953	h1tg000021l	3189924	3196294	-	
PcrG000954	h1tg000021l	3196638	3211475	+	
PcrG000955	h1tg000021l	3214433	3215530	+	
PcrG000956	h1tg000021l	3217438	3219105	+	
PcrG000957	h1tg000021l	3221419	3231033	-	
PcrG000958	h1tg000021l	3232828	3233472	-	
PcrG000959	h1tg000021l	3233636	3237663	+	
PcrG000960	h1tg000021l	3379255	3387483	+	
PcrG000961	h1tg000021l	3407573	3412328	-	
PcrG000962	h1tg000021l	3439044	3440603	+	
PcrG000963	h1tg000021l	3599683	3604628	-	
PcrG000964	h1tg000021l	3768197	3777409	+	
PcrG000965	h1tg000021l	3778443	3786298	+	
PcrG000966	h1tg000021l	3806071	3810828	-	
PcrG000967	h1tg000021l	3839797	3841356	+	
PcrG000968	h1tg000021l	4083780	4085456	+	
PcrG000969	h1tg000021l	4165351	4166328	-	
PcrG000970	h1tg000021l	4169339	4178866	-	
PcrG000971	h1tg000021l	4181797	4200620	-	
PcrG000972	h1tg000021l	4229127	4234838	+	
PcrG000973	h1tg000021l	4237447	4237791	+	
PcrG000974	h1tg000021l	4248640	4250573	+	
PcrG000975	h1tg000021l	4261070	4267170	-	
PcrG000976	h1tg000021l	4267762	4272785	-	
PcrG000977	h1tg000021l	4301539	4323390	-	
PcrG000978	h1tg000021l	4542661	4552380	-	
PcrG000979	h1tg000021l	4639496	4660287	-	
PcrG000980	h1tg000021l	4721391	4723422	+	
PcrG000981	h1tg000021l	4723625	4724425	+	
PcrG000982	h1tg000021l	4735966	4744468	-	
PcrG000983	h1tg000021l	4788782	4800492	+	
PcrG000984	h1tg000021l	4817727	4818629	+	
PcrG000985	h1tg000021l	4867519	4868421	+	
PcrG000986	h1tg000021l	4872999	4873271	+	
PcrG000987	h1tg000021l	4878296	4880787	+	
PcrG000988	h1tg000021l	4885298	4885804	+	
PcrG000989	h1tg000021l	4889356	4891484	-	
PcrG000990	h1tg000021l	4893016	4922328	+	
PcrG000991	h1tg000021l	4959103	4960119	+	
PcrG000992	h1tg000021l	4962610	4976169	-	
PcrG000993	h1tg000021l	4976858	4979113	+	
PcrG000994	h1tg000021l	4988576	4995642	-	
PcrG000995	h1tg000021l	5079829	5092345	+	
PcrG000996	h1tg000021l	5219916	5221256	+	
PcrG000997	h1tg000021l	5361775	5405619	-	
PcrG000998	h1tg000021l	5425702	5427546	-	
PcrG000999	h1tg000021l	5457255	5461828	+	
PcrG001000	h1tg000021l	5599624	5608279	-	
PcrG001001	h1tg000021l	5619402	5643276	-	
PcrG001002	h1tg000021l	5676435	5680109	-	
PcrG001003	h1tg000021l	5692548	5743271	-	
PcrG001004	h1tg000021l	5791825	5792091	+	
PcrG001005	h1tg000021l	5861914	5868985	-	
PcrG001006	h1tg000021l	5881937	5920621	+	
PcrG001007	h1tg000021l	5927601	5928680	+	
PcrG001008	h1tg000021l	6073692	6085249	-	
PcrG001009	h1tg000021l	6104631	6106914	+	
PcrG001010	h1tg000021l	6203658	6204650	-	
PcrG001011	h1tg000021l	6257559	6258761	-	
PcrG001012	h1tg000021l	6274230	6275543	+	
PcrG001013	h1tg000021l	6276131	6278029	-	
PcrG001014	h1tg000021l	6286047	6306855	-	
PcrG001015	h1tg000021l	6310958	6348791	-	
PcrG001016	h1tg000021l	6351419	6364982	+	
PcrG001017	h1tg000021l	6367992	6380479	-	
PcrG001018	h1tg000021l	6383683	6390659	+	
PcrG001019	h1tg000021l	6399998	6401020	+	
PcrG001020	h1tg000021l	6406746	6407795	-	
PcrG001021	h1tg000021l	6409124	6410203	-	
PcrG001022	h1tg000021l	6412487	6413581	-	
PcrG001023	h1tg000021l	6417682	6418695	+	
PcrG001024	h1tg000021l	6427794	6428801	+	
PcrG001025	h1tg000021l	6449491	6454296	-	
PcrG001026	h1tg000021l	6494078	6498226	+	
PcrG001027	h1tg000021l	6505190	6511879	-	
PcrG001028	h1tg000021l	6515532	6540884	+	
PcrG001029	h1tg000021l	6544383	6555045	-	
PcrG001030	h1tg000021l	6555388	6576846	+	
PcrG001031	h1tg000021l	6577939	6578838	+	
PcrG001032	h1tg000021l	6579198	6579692	-	
PcrG001033	h1tg000021l	6649337	6649918	-	
PcrG001034	h1tg000021l	6709473	6711008	-	
PcrG001035	h1tg000021l	6971490	6975026	-	
PcrG001036	h1tg000021l	7153503	7153940	+	
PcrG001037	h1tg000021l	7321881	7333330	+	
PcrG001038	h1tg000021l	7342732	7343796	-	
PcrG001039	h1tg000021l	7346032	7359948	+	
PcrG001040	h1tg000021l	7393910	7394917	+	
PcrG001041	h1tg000021l	7399266	7402092	-	
PcrG001042	h1tg000021l	7403132	7410921	+	
PcrG001043	h1tg000021l	7497237	7500163	-	
PcrG001044	h1tg000021l	7560372	7565331	+	
PcrG001045	h1tg000021l	7565400	7566083	+	
PcrG001046	h1tg000021l	7851740	7863138	+	
PcrG001047	h1tg000021l	7874203	7875267	-	
PcrG001048	h1tg000021l	7877503	7891671	+	
PcrG001049	h1tg000021l	7910148	7926357	-	
PcrG001050	h1tg000021l	7931785	7941258	-	
PcrG001051	h1tg000021l	7944319	7947943	-	
PcrG001052	h1tg000021l	7950716	7975702	-	
PcrG001053	h1tg000021l	7977094	7981053	+	
PcrG001054	h1tg000021l	7982089	7997170	-	
PcrG001055	h1tg000021l	7998167	8011292	+	
PcrG001056	h1tg000021l	8100274	8101335	-	
PcrG001057	h1tg000021l	8106671	8107732	-	
PcrG001058	h1tg000021l	8110919	8115018	-	
PcrG001059	h1tg000021l	8129863	8144192	+	
PcrG001060	h1tg000021l	8151447	8168078	+	
PcrG001061	h1tg000021l	8204187	8215253	-	
PcrG001062	h1tg000021l	8221008	8259167	+	
PcrG001063	h1tg000021l	8268677	8289204	-	
PcrG001064	h1tg000022l	357	3267	+	
PcrG001065	h1tg000022l	26455	28015	+	
PcrG001066	h1tg000022l	35222	37165	+	
PcrG001067	h1tg000022l	42014	44858	+	
PcrG001068	h1tg000022l	50305	52164	+	
PcrG001069	h1tg000022l	56037	58062	+	
PcrG001070	h1tg000022l	61249	62680	+	
PcrG001071	h1tg000022l	68160	69791	+	
PcrG001072	h1tg000022l	71150	71764	+	
PcrG001073	h1tg000022l	79210	81030	-	
PcrG001074	h1tg000022l	84469	87844	-	
PcrG001075	h1tg000022l	90151	92160	-	
PcrG001076	h1tg000022l	96800	99778	-	
PcrG001077	h1tg000022l	115817	147175	+	
PcrG001078	h1tg000022l	148499	170758	-	
PcrG001079	h1tg000022l	177809	183974	+	
PcrG001080	h1tg000022l	694332	702840	-	
PcrG001081	h1tg000022l	709441	721911	-	
PcrG001082	h1tg000022l	731767	744113	-	
PcrG001083	h1tg000022l	768141	776465	+	
PcrG001084	h1tg000022l	787935	790782	+	
PcrG001085	h1tg000022l	793942	808459	-	
PcrG001086	h1tg000022l	813668	838383	-	
PcrG001087	h1tg000022l	841019	874913	+	
PcrG001088	h1tg000022l	877166	890770	-	
PcrG001089	h1tg000022l	923452	937773	-	
PcrG001090	h1tg000022l	963497	975344	-	
PcrG001091	h1tg000022l	1049201	1050757	-	
PcrG001092	h1tg000022l	1174312	1175433	-	
PcrG001093	h1tg000022l	1232611	1240642	+	
PcrG001094	h1tg000022l	1261664	1268245	-	
PcrG001095	h1tg000022l	1304026	1308273	+	
PcrG001096	h1tg000022l	1383354	1392450	-	
PcrG001097	h1tg000022l	1393778	1411479	-	
PcrG001098	h1tg000022l	1435940	1441359	+	
PcrG001099	h1tg000022l	1476294	1492834	-	
